Sector,Category,SubCategory,Risk_ID,Risk_Name,Risk_Type,Likelihood,Impact,Risk_Score,Risk_Level,Mitigation_Strategy,Owner,Review_Date
Manufacturing & Industrial,MRO Supplies,Spare Parts,R0823,Geopolitical Risk,STRATEGIC,1,3,3,LOW,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Manufacturing & Industrial,MRO Supplies,Spare Parts,R0824,Supplier Financial Stability,FINANCIAL,1,3,3,LOW,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Manufacturing & Industrial,MRO Supplies,Spare Parts,R0825,Regulatory Compliance,COMPLIANCE,1,3,3,LOW,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Manufacturing & Industrial,MRO Supplies,Spare Parts,R0826,ESG/Sustainability,COMPLIANCE,2,4,8,MEDIUM,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Metals,Aluminum,R0827,Supply Chain Disruption,OPERATIONAL,2,3,6,MEDIUM,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Metals,Aluminum,R0828,Price Volatility,FINANCIAL,3,3,9,HIGH,Implement controls for price volatility,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Metals,Aluminum,R0829,Quality Issues,OPERATIONAL,3,2,6,MEDIUM,Implement controls for quality issues,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Metals,Aluminum,R0830,Geopolitical Risk,STRATEGIC,1,3,3,LOW,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Metals,Aluminum,R0831,Supplier Financial Stability,FINANCIAL,4,2,8,MEDIUM,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Metals,Aluminum,R0832,Regulatory Compliance,COMPLIANCE,2,3,6,MEDIUM,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Metals,Aluminum,R0833,ESG/Sustainability,COMPLIANCE,4,4,16,CRITICAL,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Metals,Copper,R0834,Supply Chain Disruption,OPERATIONAL,2,3,6,MEDIUM,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Metals,Copper,R0835,Price Volatility,FINANCIAL,2,3,6,MEDIUM,Implement controls for price volatility,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Metals,Copper,R0836,Quality Issues,OPERATIONAL,4,3,12,HIGH,Implement controls for quality issues,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Metals,Copper,R0837,Geopolitical Risk,STRATEGIC,1,3,3,LOW,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Metals,Copper,R0838,Supplier Financial Stability,FINANCIAL,3,2,6,MEDIUM,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Metals,Copper,R0839,Regulatory Compliance,COMPLIANCE,3,2,6,MEDIUM,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Metals,Copper,R0840,ESG/Sustainability,COMPLIANCE,1,4,4,MEDIUM,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Metals,Nickel,R0841,Supply Chain Disruption,OPERATIONAL,2,3,6,MEDIUM,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Metals,Nickel,R0842,Price Volatility,FINANCIAL,4,3,12,HIGH,Implement controls for price volatility,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Metals,Nickel,R0843,Quality Issues,OPERATIONAL,1,4,4,MEDIUM,Implement controls for quality issues,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Metals,Nickel,R0844,Geopolitical Risk,STRATEGIC,3,4,12,HIGH,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Metals,Nickel,R0845,Supplier Financial Stability,FINANCIAL,2,3,6,MEDIUM,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Metals,Nickel,R0846,Regulatory Compliance,COMPLIANCE,3,4,12,HIGH,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Metals,Nickel,R0847,ESG/Sustainability,COMPLIANCE,2,2,4,MEDIUM,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Metals,Steel,R0848,Supply Chain Disruption,OPERATIONAL,2,3,6,MEDIUM,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Metals,Steel,R0849,Price Volatility,FINANCIAL,2,3,6,MEDIUM,Implement controls for price volatility,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Metals,Steel,R0850,Quality Issues,OPERATIONAL,2,3,6,MEDIUM,Implement controls for quality issues,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Metals,Steel,R0851,Geopolitical Risk,STRATEGIC,1,3,3,LOW,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Metals,Steel,R0852,Supplier Financial Stability,FINANCIAL,2,2,4,MEDIUM,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Metals,Steel,R0853,Regulatory Compliance,COMPLIANCE,2,4,8,MEDIUM,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Metals,Steel,R0854,ESG/Sustainability,COMPLIANCE,1,2,2,LOW,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Metals,Zinc,R0855,Supply Chain Disruption,OPERATIONAL,2,3,6,MEDIUM,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Metals,Zinc,R0856,Price Volatility,FINANCIAL,4,3,12,HIGH,Implement controls for price volatility,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Metals,Zinc,R0857,Quality Issues,OPERATIONAL,4,3,12,HIGH,Implement controls for quality issues,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Metals,Zinc,R0858,Geopolitical Risk,STRATEGIC,2,3,6,MEDIUM,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Metals,Zinc,R0859,Supplier Financial Stability,FINANCIAL,4,4,16,CRITICAL,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Metals,Zinc,R0860,Regulatory Compliance,COMPLIANCE,3,4,12,HIGH,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Metals,Zinc,R0861,ESG/Sustainability,COMPLIANCE,3,2,6,MEDIUM,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Plastics,Engineering Plastics,R0862,Supply Chain Disruption,OPERATIONAL,2,3,6,MEDIUM,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Plastics,Engineering Plastics,R0863,Price Volatility,FINANCIAL,3,3,9,HIGH,Implement controls for price volatility,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Plastics,Engineering Plastics,R0864,Quality Issues,OPERATIONAL,1,3,3,LOW,Implement controls for quality issues,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Plastics,Engineering Plastics,R0865,Geopolitical Risk,STRATEGIC,1,3,3,LOW,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Plastics,Engineering Plastics,R0866,Supplier Financial Stability,FINANCIAL,4,4,16,CRITICAL,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Plastics,Engineering Plastics,R0867,Regulatory Compliance,COMPLIANCE,3,3,9,HIGH,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Plastics,Engineering Plastics,R0868,ESG/Sustainability,COMPLIANCE,1,3,3,LOW,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Plastics,PVC,R0869,Supply Chain Disruption,OPERATIONAL,1,3,3,LOW,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Plastics,PVC,R0870,Price Volatility,FINANCIAL,4,3,12,HIGH,Implement controls for price volatility,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Plastics,PVC,R0871,Quality Issues,OPERATIONAL,1,3,3,LOW,Implement controls for quality issues,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Plastics,PVC,R0872,Geopolitical Risk,STRATEGIC,2,3,6,MEDIUM,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Plastics,PVC,R0873,Supplier Financial Stability,FINANCIAL,4,3,12,HIGH,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Plastics,PVC,R0874,Regulatory Compliance,COMPLIANCE,1,2,2,LOW,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Plastics,PVC,R0875,ESG/Sustainability,COMPLIANCE,3,3,9,HIGH,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Plastics,Polyethylene,R0876,Supply Chain Disruption,OPERATIONAL,2,3,6,MEDIUM,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Plastics,Polyethylene,R0877,Price Volatility,FINANCIAL,2,3,6,MEDIUM,Implement controls for price volatility,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Plastics,Polyethylene,R0878,Quality Issues,OPERATIONAL,1,4,4,MEDIUM,Implement controls for quality issues,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Plastics,Polyethylene,R0879,Geopolitical Risk,STRATEGIC,2,3,6,MEDIUM,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Plastics,Polyethylene,R0880,Supplier Financial Stability,FINANCIAL,4,3,12,HIGH,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Plastics,Polyethylene,R0881,Regulatory Compliance,COMPLIANCE,1,3,3,LOW,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Plastics,Polyethylene,R0882,ESG/Sustainability,COMPLIANCE,2,3,6,MEDIUM,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Plastics,Polypropylene,R0883,Supply Chain Disruption,OPERATIONAL,2,3,6,MEDIUM,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Plastics,Polypropylene,R0884,Price Volatility,FINANCIAL,4,3,12,HIGH,Implement controls for price volatility,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Plastics,Polypropylene,R0885,Quality Issues,OPERATIONAL,4,4,16,CRITICAL,Implement controls for quality issues,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Plastics,Polypropylene,R0886,Geopolitical Risk,STRATEGIC,5,4,20,CRITICAL,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Plastics,Polypropylene,R0887,Supplier Financial Stability,FINANCIAL,2,2,4,MEDIUM,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Plastics,Polypropylene,R0888,Regulatory Compliance,COMPLIANCE,4,2,8,MEDIUM,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Manufacturing & Industrial,Raw Materials - Plastics,Polypropylene,R0889,ESG/Sustainability,COMPLIANCE,3,4,12,HIGH,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Professional Services,Consulting,HR Consulting,R0890,Supply Chain Disruption,OPERATIONAL,2,3,6,MEDIUM,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Professional Services,Consulting,HR Consulting,R0891,Price Volatility,FINANCIAL,2,3,6,MEDIUM,Implement controls for price volatility,Procurement Team,2026-04-03
Professional Services,Consulting,HR Consulting,R0892,Quality Issues,OPERATIONAL,2,2,4,MEDIUM,Implement controls for quality issues,Procurement Team,2026-04-03
Professional Services,Consulting,HR Consulting,R0893,Geopolitical Risk,STRATEGIC,1,3,3,LOW,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Professional Services,Consulting,HR Consulting,R0894,Supplier Financial Stability,FINANCIAL,2,4,8,MEDIUM,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Professional Services,Consulting,HR Consulting,R0895,Regulatory Compliance,COMPLIANCE,4,3,12,HIGH,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Professional Services,Consulting,HR Consulting,R0896,ESG/Sustainability,COMPLIANCE,2,3,6,MEDIUM,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Professional Services,Consulting,IT Consulting,R0897,Supply Chain Disruption,OPERATIONAL,2,3,6,MEDIUM,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Professional Services,Consulting,IT Consulting,R0898,Price Volatility,FINANCIAL,3,3,9,HIGH,Implement controls for price volatility,Procurement Team,2026-04-03
Professional Services,Consulting,IT Consulting,R0899,Quality Issues,OPERATIONAL,3,3,9,HIGH,Implement controls for quality issues,Procurement Team,2026-04-03
Professional Services,Consulting,IT Consulting,R0900,Geopolitical Risk,STRATEGIC,2,3,6,MEDIUM,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Professional Services,Consulting,IT Consulting,R0901,Supplier Financial Stability,FINANCIAL,4,3,12,HIGH,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Professional Services,Consulting,IT Consulting,R0902,Regulatory Compliance,COMPLIANCE,1,4,4,MEDIUM,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Professional Services,Consulting,IT Consulting,R0903,ESG/Sustainability,COMPLIANCE,3,2,6,MEDIUM,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Professional Services,Consulting,Management Consulting,R0904,Supply Chain Disruption,OPERATIONAL,2,3,6,MEDIUM,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Professional Services,Consulting,Management Consulting,R0905,Price Volatility,FINANCIAL,3,3,9,HIGH,Implement controls for price volatility,Procurement Team,2026-04-03
Professional Services,Consulting,Management Consulting,R0906,Quality Issues,OPERATIONAL,1,4,4,MEDIUM,Implement controls for quality issues,Procurement Team,2026-04-03
Professional Services,Consulting,Management Consulting,R0907,Geopolitical Risk,STRATEGIC,2,3,6,MEDIUM,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Professional Services,Consulting,Management Consulting,R0908,Supplier Financial Stability,FINANCIAL,4,3,12,HIGH,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Professional Services,Consulting,Management Consulting,R0909,Regulatory Compliance,COMPLIANCE,3,4,12,HIGH,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Professional Services,Consulting,Management Consulting,R0910,ESG/Sustainability,COMPLIANCE,2,3,6,MEDIUM,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Professional Services,Financial Services,Accounting,R0911,Supply Chain Disruption,OPERATIONAL,2,3,6,MEDIUM,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Professional Services,Financial Services,Accounting,R0912,Price Volatility,FINANCIAL,2,3,6,MEDIUM,Implement controls for price volatility,Procurement Team,2026-04-03
Professional Services,Financial Services,Accounting,R0913,Quality Issues,OPERATIONAL,2,3,6,MEDIUM,Implement controls for quality issues,Procurement Team,2026-04-03
Professional Services,Financial Services,Accounting,R0914,Geopolitical Risk,STRATEGIC,3,4,12,HIGH,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Professional Services,Financial Services,Accounting,R0915,Supplier Financial Stability,FINANCIAL,3,4,12,HIGH,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Professional Services,Financial Services,Accounting,R0916,Regulatory Compliance,COMPLIANCE,4,2,8,MEDIUM,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Professional Services,Financial Services,Accounting,R0917,ESG/Sustainability,COMPLIANCE,1,3,3,LOW,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Professional Services,Financial Services,Banking,R0918,Supply Chain Disruption,OPERATIONAL,3,3,9,HIGH,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Professional Services,Financial Services,Banking,R0919,Price Volatility,FINANCIAL,4,3,12,HIGH,Implement controls for price volatility,Procurement Team,2026-04-03
Professional Services,Financial Services,Banking,R0920,Quality Issues,OPERATIONAL,4,4,16,CRITICAL,Implement controls for quality issues,Procurement Team,2026-04-03
Professional Services,Financial Services,Banking,R0921,Geopolitical Risk,STRATEGIC,1,3,3,LOW,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Professional Services,Financial Services,Banking,R0922,Supplier Financial Stability,FINANCIAL,3,2,6,MEDIUM,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Professional Services,Financial Services,Banking,R0923,Regulatory Compliance,COMPLIANCE,1,4,4,MEDIUM,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Professional Services,Financial Services,Banking,R0924,ESG/Sustainability,COMPLIANCE,4,4,16,CRITICAL,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Professional Services,Financial Services,Insurance,R0925,Supply Chain Disruption,OPERATIONAL,2,3,6,MEDIUM,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Professional Services,Financial Services,Insurance,R0926,Price Volatility,FINANCIAL,3,3,9,HIGH,Implement controls for price volatility,Procurement Team,2026-04-03
Professional Services,Financial Services,Insurance,R0927,Quality Issues,OPERATIONAL,1,3,3,LOW,Implement controls for quality issues,Procurement Team,2026-04-03
Professional Services,Financial Services,Insurance,R0928,Geopolitical Risk,STRATEGIC,4,4,16,CRITICAL,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Professional Services,Financial Services,Insurance,R0929,Supplier Financial Stability,FINANCIAL,3,2,6,MEDIUM,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Professional Services,Financial Services,Insurance,R0930,Regulatory Compliance,COMPLIANCE,2,3,6,MEDIUM,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Professional Services,Financial Services,Insurance,R0931,ESG/Sustainability,COMPLIANCE,4,2,8,MEDIUM,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Professional Services,Legal Services,Corporate Law,R0932,Supply Chain Disruption,OPERATIONAL,2,3,6,MEDIUM,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Professional Services,Legal Services,Corporate Law,R0933,Price Volatility,FINANCIAL,2,3,6,MEDIUM,Implement controls for price volatility,Procurement Team,2026-04-03
Professional Services,Legal Services,Corporate Law,R0934,Quality Issues,OPERATIONAL,2,2,4,MEDIUM,Implement controls for quality issues,Procurement Team,2026-04-03
Professional Services,Legal Services,Corporate Law,R0935,Geopolitical Risk,STRATEGIC,5,4,20,CRITICAL,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Professional Services,Legal Services,Corporate Law,R0936,Supplier Financial Stability,FINANCIAL,1,3,3,LOW,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Professional Services,Legal Services,Corporate Law,R0937,Regulatory Compliance,COMPLIANCE,1,4,4,MEDIUM,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Professional Services,Legal Services,Corporate Law,R0938,ESG/Sustainability,COMPLIANCE,1,4,4,MEDIUM,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Professional Services,Legal Services,Employment Law,R0939,Supply Chain Disruption,OPERATIONAL,2,3,6,MEDIUM,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Professional Services,Legal Services,Employment Law,R0940,Price Volatility,FINANCIAL,3,3,9,HIGH,Implement controls for price volatility,Procurement Team,2026-04-03
Professional Services,Legal Services,Employment Law,R0941,Quality Issues,OPERATIONAL,2,4,8,MEDIUM,Implement controls for quality issues,Procurement Team,2026-04-03
Professional Services,Legal Services,Employment Law,R0942,Geopolitical Risk,STRATEGIC,1,3,3,LOW,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Professional Services,Legal Services,Employment Law,R0943,Supplier Financial Stability,FINANCIAL,4,2,8,MEDIUM,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Professional Services,Legal Services,Employment Law,R0944,Regulatory Compliance,COMPLIANCE,2,2,4,MEDIUM,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Professional Services,Legal Services,Employment Law,R0945,ESG/Sustainability,COMPLIANCE,2,4,8,MEDIUM,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Professional Services,Legal Services,Intellectual Property,R0946,Supply Chain Disruption,OPERATIONAL,2,3,6,MEDIUM,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Professional Services,Legal Services,Intellectual Property,R0947,Price Volatility,FINANCIAL,3,3,9,HIGH,Implement controls for price volatility,Procurement Team,2026-04-03
Professional Services,Legal Services,Intellectual Property,R0948,Quality Issues,OPERATIONAL,1,3,3,LOW,Implement controls for quality issues,Procurement Team,2026-04-03
Professional Services,Legal Services,Intellectual Property,R0949,Geopolitical Risk,STRATEGIC,1,3,3,LOW,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Professional Services,Legal Services,Intellectual Property,R0950,Supplier Financial Stability,FINANCIAL,3,4,12,HIGH,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Professional Services,Legal Services,Intellectual Property,R0951,Regulatory Compliance,COMPLIANCE,2,3,6,MEDIUM,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Professional Services,Legal Services,Intellectual Property,R0952,ESG/Sustainability,COMPLIANCE,3,4,12,HIGH,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Professional Services,Marketing Services,Advertising,R0953,Supply Chain Disruption,OPERATIONAL,3,3,9,HIGH,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Professional Services,Marketing Services,Advertising,R0954,Price Volatility,FINANCIAL,3,3,9,HIGH,Implement controls for price volatility,Procurement Team,2026-04-03
Professional Services,Marketing Services,Advertising,R0955,Quality Issues,OPERATIONAL,2,4,8,MEDIUM,Implement controls for quality issues,Procurement Team,2026-04-03
Professional Services,Marketing Services,Advertising,R0956,Geopolitical Risk,STRATEGIC,1,3,3,LOW,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Professional Services,Marketing Services,Advertising,R0957,Supplier Financial Stability,FINANCIAL,2,3,6,MEDIUM,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Professional Services,Marketing Services,Advertising,R0958,Regulatory Compliance,COMPLIANCE,4,2,8,MEDIUM,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Professional Services,Marketing Services,Advertising,R0959,ESG/Sustainability,COMPLIANCE,3,4,12,HIGH,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Professional Services,Marketing Services,Digital Marketing,R0960,Supply Chain Disruption,OPERATIONAL,2,3,6,MEDIUM,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Professional Services,Marketing Services,Digital Marketing,R0961,Price Volatility,FINANCIAL,4,3,12,HIGH,Implement controls for price volatility,Procurement Team,2026-04-03
Professional Services,Marketing Services,Digital Marketing,R0962,Quality Issues,OPERATIONAL,4,3,12,HIGH,Implement controls for quality issues,Procurement Team,2026-04-03
Professional Services,Marketing Services,Digital Marketing,R0963,Geopolitical Risk,STRATEGIC,1,3,3,LOW,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Professional Services,Marketing Services,Digital Marketing,R0964,Supplier Financial Stability,FINANCIAL,3,3,9,HIGH,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Professional Services,Marketing Services,Digital Marketing,R0965,Regulatory Compliance,COMPLIANCE,4,2,8,MEDIUM,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Professional Services,Marketing Services,Digital Marketing,R0966,ESG/Sustainability,COMPLIANCE,2,4,8,MEDIUM,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Professional Services,Marketing Services,Market Research,R0967,Supply Chain Disruption,OPERATIONAL,2,3,6,MEDIUM,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Professional Services,Marketing Services,Market Research,R0968,Price Volatility,FINANCIAL,2,3,6,MEDIUM,Implement controls for price volatility,Procurement Team,2026-04-03
Professional Services,Marketing Services,Market Research,R0969,Quality Issues,OPERATIONAL,3,2,6,MEDIUM,Implement controls for quality issues,Procurement Team,2026-04-03
Professional Services,Marketing Services,Market Research,R0970,Geopolitical Risk,STRATEGIC,1,3,3,LOW,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Professional Services,Marketing Services,Market Research,R0971,Supplier Financial Stability,FINANCIAL,4,3,12,HIGH,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Professional Services,Marketing Services,Market Research,R0972,Regulatory Compliance,COMPLIANCE,1,4,4,MEDIUM,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Professional Services,Marketing Services,Market Research,R0973,ESG/Sustainability,COMPLIANCE,1,3,3,LOW,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Professional Services,Marketing Services,PR & Communications,R0974,Supply Chain Disruption,OPERATIONAL,2,3,6,MEDIUM,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Professional Services,Marketing Services,PR & Communications,R0975,Price Volatility,FINANCIAL,2,3,6,MEDIUM,Implement controls for price volatility,Procurement Team,2026-04-03
Professional Services,Marketing Services,PR & Communications,R0976,Quality Issues,OPERATIONAL,2,3,6,MEDIUM,Implement controls for quality issues,Procurement Team,2026-04-03
Professional Services,Marketing Services,PR & Communications,R0977,Geopolitical Risk,STRATEGIC,2,3,6,MEDIUM,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Professional Services,Marketing Services,PR & Communications,R0978,Supplier Financial Stability,FINANCIAL,4,4,16,CRITICAL,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Professional Services,Marketing Services,PR & Communications,R0979,Regulatory Compliance,COMPLIANCE,2,3,6,MEDIUM,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Professional Services,Marketing Services,PR & Communications,R0980,ESG/Sustainability,COMPLIANCE,1,2,2,LOW,Implement controls for esg/sustainability,Procurement Team,2026-04-03
